chromosome	start	end	segVal	sample
1	150090001	151260000	1.51485152699904	JBLAB-4976
1	151260001	171420000	2.00939860844147	JBLAB-4976
1	171420001	171750000	3.07926741832326	JBLAB-4976
1	171750001	183540000	1.99854858493905	JBLAB-4976
1	183540001	183930000	3.32529952529537	JBLAB-4976
1	183930001	234600000	1.98968561291244	JBLAB-4976
1	234600001	235140000	3.23337242813999	JBLAB-4976
1	235140001	249210000	1.92354148075288	JBLAB-4976
2	30001	27990000	1.99418659740533	JBLAB-4976
2	27990001	28320000	1.01034438720931	JBLAB-4976
2	28320001	36930000	1.96180675207671	JBLAB-4976
2	36930001	37290000	1.14123377713534	JBLAB-4976
2	37320001	231690000	1.97488981822194	JBLAB-4976
2	231690001	232590000	3.11603470282755	JBLAB-4976
2	232590001	242670000	1.9837976421003	JBLAB-4976
2	242670001	2.43e+08	3.24545938816777	JBLAB-4976
3	90001	50100000	1.98076717812754	JBLAB-4976
3	50100001	50400000	3.37547245303396	JBLAB-4976
3	50400001	106110000	1.97987621889127	JBLAB-4976
3	106110001	106800000	3.03229647208017	JBLAB-4976
3	106800001	115260000	2.06204653077145	JBLAB-4976
3	115260001	116070000	3.01550558387565	JBLAB-4976
3	116070001	122790000	2.0177221811439	JBLAB-4976
3	122790001	197820000	2.8277935417631	JBLAB-4976
4	90001	2010000	1.33548988864871	JBLAB-4976
4	2010001	39300000	0.992597840634111	JBLAB-4976
4	39300001	40140000	0.588762351151943	JBLAB-4976
4	40140001	58110000	0.948354011195528	JBLAB-4976
4	58140001	58560000	2.31302231118618	JBLAB-4976
4	58560001	190800000	1.00285635921628	JBLAB-4976
5	60001	690000	1.49036774956607	JBLAB-4976
5	870001	1500000	3.56331030178424	JBLAB-4976
5	1500001	3.3e+07	1.97439145545336	JBLAB-4976
5	33000001	33240000	3.50240721970352	JBLAB-4976
5	33240001	55440000	1.99872743659177	JBLAB-4976
5	55440001	55980000	4.68871613895749	JBLAB-4976
5	55980001	57810000	1.94684676653366	JBLAB-4976
5	57810001	59220000	2.99320838000297	JBLAB-4976
5	59220001	138990000	1.96749076132968	JBLAB-4976
5	138990001	139380000	2.95614840116613	JBLAB-4976
5	139380001	170100000	1.93246192980938	JBLAB-4976
5	170100001	170220000	4.44491402138806	JBLAB-4976
5	170220001	180690000	1.91523527238099	JBLAB-4976
6	210001	27540000	2.82349922840474	JBLAB-4976
6	27540001	42930000	1.94847525129778	JBLAB-4976
6	42930001	49530000	1.02191820122492	JBLAB-4976
6	49530001	49920000	2.14946576177874	JBLAB-4976
6	49920001	170910000	0.997460001349989	JBLAB-4976
7	30001	17370000	1.9702285379152	JBLAB-4976
7	17370001	17760000	3.25962951930771	JBLAB-4976
7	17760001	142770000	1.95928658241892	JBLAB-4976
7	142770001	144780000	2.74031621893643	JBLAB-4976
7	144780001	151980000	1.94373292102845	JBLAB-4976
7	151980001	159120000	1.04902188594962	JBLAB-4976
8	180001	80700000	1.93433272639259	JBLAB-4976
8	80700001	81570000	2.61672593077728	JBLAB-4976
8	81570001	109950000	1.99701072619128	JBLAB-4976
8	109950001	146310000	2.92909152172891	JBLAB-4976
9	210001	1050000	2.77468334300717	JBLAB-4976
9	1050001	85710000	1.98443962586818	JBLAB-4976
9	85710001	1.41e+08	0.988515372931395	JBLAB-4976
10	120001	133380000	1.93744055056204	JBLAB-4976
10	133410001	135420000	2.39678009995647	JBLAB-4976
11	210001	61950000	1.99057834063314	JBLAB-4976
11	61950001	62190000	3.51034072120538	JBLAB-4976
11	62190001	85260000	1.98069589547226	JBLAB-4976
11	85260001	85980000	2.81401206960852	JBLAB-4976
11	85980001	98400000	2.02124233253666	JBLAB-4976
11	98400001	9.9e+07	0.941348108840353	JBLAB-4976
11	99000001	134940000	1.94773174507717	JBLAB-4976
12	180001	23880000	1.97748924093353	JBLAB-4976
12	23880001	24720000	3.07237313563085	JBLAB-4976
12	24720001	47100000	2.0291897004998	JBLAB-4976
12	47100001	53610000	0.990997283261511	JBLAB-4976
12	53610001	133830000	1.94868770248249	JBLAB-4976
13	19530001	114180000	0.97814157051536	JBLAB-4976
13	114180001	115110000	1.47994806198892	JBLAB-4976
14	20190001	22620000	2.01036658819681	JBLAB-4976
14	22620001	23130000	3.33363151984216	JBLAB-4976
14	23160001	71400000	1.96909057542436	JBLAB-4976
14	71400001	71970000	2.91242337367444	JBLAB-4976
14	71970001	107310000	1.96550060902545	JBLAB-4976
15	22320001	22590000	2.74500490907968	JBLAB-4976
15	22770001	71400000	0.92250692262658	JBLAB-4976
15	71400001	72090000	2.90765658713051	JBLAB-4976
15	72090001	102390000	0.976466487151352	JBLAB-4976
16	90001	3360000	1.61077422763224	JBLAB-4976
16	3360001	90150000	1.04503084644779	JBLAB-4976
17	1	46410000	0.957503646958511	JBLAB-4976
17	46410001	81090000	2.86386764095267	JBLAB-4976
18	150001	78030000	1.91077133538593	JBLAB-4976
19	270001	4950000	1.05761172411032	JBLAB-4976
19	4950001	11640000	2.31097263594067	JBLAB-4976
19	11640001	30750000	2.86453213630538	JBLAB-4976
19	30750001	38310000	2.21216557914467	JBLAB-4976
19	38340001	59100000	1.30489491586903	JBLAB-4976
20	60001	33480000	1.95503008864655	JBLAB-4976
20	33480001	33840000	3.54889577857306	JBLAB-4976
20	33840001	62910000	1.97129561697808	JBLAB-4976
21	15480001	16230000	2.03059348137605	JBLAB-4976
21	16230001	17010000	3.01109136650179	JBLAB-4976
21	17010001	45390000	1.96773958708783	JBLAB-4976
21	45390001	48090000	1.42804240421056	JBLAB-4976
22	17280001	27450000	1.98276351022374	JBLAB-4976
22	27450001	36570000	2.86228972841216	JBLAB-4976
22	36570001	41820000	0.969940068639852	JBLAB-4976
22	41820001	42090000	2.1147677559447	JBLAB-4976
22	42090001	51180000	0.99290149223891	JBLAB-4976
1	840001	171300000	2.00475012028447	IM_364
1	171300001	171810000	2.98501107585321	IM_364
1	171810001	183540000	2.04152790877452	IM_364
1	183540001	183930000	3.27886737558378	IM_364
1	183930001	234540000	2.00449864278149	IM_364
1	234540001	235140000	3.24452585587489	IM_364
1	235140001	249210000	1.90406752883177	IM_364
2	30001	36960000	1.98402745763908	IM_364
2	36960001	37200000	0.956072460548493	IM_364
2	37200001	172560000	2.01935725241426	IM_364
2	172560001	174510000	1.11403963930273	IM_364
2	174510001	231690000	2.02674878814238	IM_364
2	231690001	232590000	2.97380211435299	IM_364
2	232590001	2.43e+08	1.94443538871969	IM_364
3	90001	50070000	1.99735473754318	IM_364
3	50070001	50370000	3.03778444055659	IM_364
3	50370001	106140000	2.02480070700671	IM_364
3	106140001	106830000	3.28384903824951	IM_364
3	106830001	115200000	2.11992105207385	IM_364
3	115200001	116070000	3.00069136139688	IM_364
3	116070001	197820000	2.02184393546492	IM_364
4	90001	58110000	1.00419573533535	IM_364
4	58140001	58590000	2.25624099134957	IM_364
4	58590001	143310000	1.0578302933955	IM_364
4	143310001	1.44e+08	2.06630330831604	IM_364
4	144000001	190800000	1.01804304394722	IM_364
5	60001	660000	0.989161033600198	IM_364
5	660001	1470000	2.88799019083736	IM_364
5	1470001	55440000	1.96296266792021	IM_364
5	55440001	55980000	7.04187204233325	IM_364
5	55980001	57840000	1.99211992003532	IM_364
5	57840001	59220000	3.13923562064709	IM_364
5	59220001	138870000	2.05268565070345	IM_364
5	138930001	139350000	3.09937866701756	IM_364
5	139350001	170100000	1.96381780406264	IM_364
5	170100001	170220000	4.02694908264066	IM_364
5	170220001	180690000	1.91167720954948	IM_364
6	210001	27480000	2.96877449821945	IM_364
6	27480001	42930000	1.97762720915621	IM_364
6	42930001	49590000	1.09186256405187	IM_364
6	49590001	49890000	2.25134557728459	IM_364
6	49890001	170910000	1.02216734032537	IM_364
7	30001	17340000	2.02793964921551	IM_364
7	17340001	17760000	3.52394324154461	IM_364
7	17760001	159120000	1.97927118358791	IM_364
8	180001	30150000	1.90663798449022	IM_364
8	30150001	30990000	2.78969816502042	IM_364
8	30990001	68760000	1.94088722829999	IM_364
8	68760001	68910000	3.56693581875718	IM_364
8	68910001	80610000	2.04866172082897	IM_364
8	80610001	81540000	2.87685426825276	IM_364
8	81540001	109920000	2.02177184056397	IM_364
8	109920001	146310000	3.03254049650827	IM_364
9	210001	1020000	2.93187591676329	IM_364
9	1020001	85710000	2.01104112975317	IM_364
9	85710001	135900000	0.979345411533665	IM_364
9	135900001	1.41e+08	1.89798134190737	IM_364
10	120001	61530000	1.93461325251731	IM_364
10	61530001	61860000	3.12031517506462	IM_364
10	61860001	100470000	2.00356469317656	IM_364
10	100470001	135420000	1.0115172133881	IM_364
11	210001	61980000	2.01647566555488	IM_364
11	61980001	62190000	3.50922414855989	IM_364
11	62190001	85080000	1.99416300159563	IM_364
11	85080001	85980000	3.26002837964778	IM_364
11	85980001	98160000	2.07132365704526	IM_364
11	98160001	9.9e+07	1.11583192068803	IM_364
11	99000001	134940000	2.00130237827389	IM_364
12	180001	23880000	2.0575475650325	IM_364
12	23880001	24720000	3.4264127987897	IM_364
12	24720001	31530000	2.12940765537018	IM_364
12	31530001	32160000	2.98708564331969	IM_364
12	32160001	47100000	2.10187749537038	IM_364
12	47100001	53670000	1.05479315288925	IM_364
12	53670001	133830000	2.08181659173383	IM_364
13	19530001	115110000	1.00888840460878	IM_364
14	20190001	22590000	2.01690779926147	IM_364
14	22590001	23130000	3.19873267915836	IM_364
14	23160001	61770000	2.01539549237432	IM_364
14	61770001	62340000	4.02333357615867	IM_364
14	62340001	71460000	2.01514348507763	IM_364
14	71460001	71850000	3.25027519908848	IM_364
14	71850001	107310000	1.95666058724596	IM_364
15	22320001	22590000	2.36622403852691	IM_364
15	22770001	71400000	0.985192108432719	IM_364
15	71400001	72090000	2.94495329115849	IM_364
15	72090001	102390000	0.973896922878188	IM_364
16	90001	450000	1.94191593158684	IM_364
16	450001	870000	2.89053691086821	IM_364
16	870001	35130000	1.83029034671084	IM_364
16	46530001	90150000	0.96776889362891	IM_364
17	1	46380000	0.957501073836668	IM_364
17	46380001	81090000	2.03689805994379	IM_364
18	150001	78030000	1.97884226853153	IM_364
19	270001	4890000	1.0786290867835	IM_364
19	4890001	38250000	2.87456261576765	IM_364
19	38250001	59100000	1.92901952124836	IM_364
20	60001	30180000	1.94251906452366	IM_364
20	30180001	30720000	2.96142971180033	IM_364
20	30720001	33480000	1.88274678367688	IM_364
20	33480001	33840000	3.62584059398012	IM_364
20	33840001	62910000	1.93032887329302	IM_364
21	15480001	16260000	2.09821767427809	IM_364
21	16260001	17010000	3.56186337982559	IM_364
21	17010001	29520000	2.06139680936599	IM_364
21	29520001	29730000	3.57205714841781	IM_364
21	29730001	48090000	2.01514348507763	IM_364
22	17280001	36600000	2.01503548578586	IM_364
22	36600001	41820000	0.946201022975798	IM_364
22	41820001	42210000	1.6474739495112	IM_364
22	42210001	51180000	0.948172659476247	IM_364
1	840001	171390000	1.94252584930271	JBLAB-4979
1	171390001	171750000	3.00939796821715	JBLAB-4979
1	171750001	234540000	2.04182982445101	JBLAB-4979
1	234540001	235260000	3.39225631690205	JBLAB-4979
1	235260001	249210000	2.13468507919328	JBLAB-4979
2	30001	27990000	1.98787166152095	JBLAB-4979
2	27990001	28320000	1.12174662965002	JBLAB-4979
2	28320001	231690000	1.98143658077055	JBLAB-4979
2	231690001	232650000	3.19920118419426	JBLAB-4979
2	232650001	2.43e+08	2.09981528345642	JBLAB-4979
3	90001	50070000	1.92724054345044	JBLAB-4979
3	50070001	50400000	3.27886753504711	JBLAB-4979
3	50400001	106110000	1.96444696622742	JBLAB-4979
3	106110001	106860000	2.86644260733058	JBLAB-4979
3	106890001	115380000	1.86576373182228	JBLAB-4979
3	115380001	116070000	2.70275145128708	JBLAB-4979
3	116070001	122700000	1.88872274598228	JBLAB-4979
3	122700001	197820000	2.54080510470463	JBLAB-4979
4	90001	58110000	0.944024159062229	JBLAB-4979
4	58140001	58560000	2.2308811048163	JBLAB-4979
4	58560001	190800000	0.992738602613639	JBLAB-4979
5	60001	660000	0.955063410724544	JBLAB-4979
5	660001	1500000	3.08699009875277	JBLAB-4979
5	1500001	55440000	2.03296043621692	JBLAB-4979
5	55440001	55980000	4.88451799859972	JBLAB-4979
5	55980001	57840000	1.88474888759828	JBLAB-4979
5	57840001	59190000	2.89399721433278	JBLAB-4979
5	59190001	138840000	1.95498374955576	JBLAB-4979
5	138840001	139320000	2.94324847908133	JBLAB-4979
5	139320001	170100000	1.88114534392606	JBLAB-4979
5	170100001	170250000	4.10933563980604	JBLAB-4979
5	170250001	180690000	2.03197993712471	JBLAB-4979
6	210001	27540000	2.80959773499319	JBLAB-4979
6	27540001	42930000	1.9909794414247	JBLAB-4979
6	42930001	49500000	0.950855741838547	JBLAB-4979
6	49500001	49890000	2.29440364385995	JBLAB-4979
6	49890001	170910000	0.985162630626174	JBLAB-4979
7	30001	17370000	1.99337690390374	JBLAB-4979
7	17370001	17880000	2.75241846928451	JBLAB-4979
7	17880001	142890000	1.98697332718855	JBLAB-4979
7	142890001	144840000	2.58244829401523	JBLAB-4979
7	144840001	151980000	1.9878342282295	JBLAB-4979
7	151980001	159120000	1.03491119909109	JBLAB-4979
8	180001	30030000	1.96549108041955	JBLAB-4979
8	30030001	30960000	2.69063595691378	JBLAB-4979
8	30960001	80670000	1.96481984306764	JBLAB-4979
8	80670001	81570000	2.99995149581385	JBLAB-4979
8	81570001	109920000	1.9421543758229	JBLAB-4979
8	109920001	146310000	2.79992529005486	JBLAB-4979
9	210001	1020000	2.73871451619822	JBLAB-4979
9	1020001	85710000	1.90911319195117	JBLAB-4979
9	85710001	1.41e+08	0.954427429464049	JBLAB-4979
10	120001	105120000	1.98723532742894	JBLAB-4979
10	105120001	105510000	2.9517238393272	JBLAB-4979
10	105510001	135420000	1.96963205477841	JBLAB-4979
11	210001	61950000	1.8982269136006	JBLAB-4979
11	61950001	62190000	3.29729617338079	JBLAB-4979
11	62190001	85230000	1.93024252356875	JBLAB-4979
11	85230001	85980000	2.7533413471954	JBLAB-4979
11	85980001	98370000	1.85499546167262	JBLAB-4979
11	98370001	9.9e+07	0.982477846154361	JBLAB-4979
11	99000001	134940000	1.8936939118035	JBLAB-4979
12	180001	23910000	1.96139025985647	JBLAB-4979
12	23910001	24690000	3.10842420159166	JBLAB-4979
12	24690001	31560000	2.03205535450899	JBLAB-4979
12	31560001	32160000	3.08970461384801	JBLAB-4979
12	32160001	47100000	1.93447013668939	JBLAB-4979
12	47100001	53610000	0.96504060603292	JBLAB-4979
12	53610001	110670000	1.95591449788192	JBLAB-4979
12	110670001	110970000	3.06683460881687	JBLAB-4979
12	110970001	133830000	1.99281491253589	JBLAB-4979
13	19530001	115110000	1.00167716960391	JBLAB-4979
14	20190001	20280000	4.85655718002793	JBLAB-4979
14	20460001	22560000	1.92853750675489	JBLAB-4979
14	22560001	23130000	2.92332213716408	JBLAB-4979
14	23160001	71430000	1.96496900036367	JBLAB-4979
14	71430001	71970000	3.05452976446064	JBLAB-4979
14	71970001	73470000	2.05884986836921	JBLAB-4979
14	73470001	73890000	3.12995833110994	JBLAB-4979
14	73890001	78660000	1.98910709157198	JBLAB-4979
14	78660001	80640000	1.56278031258771	JBLAB-4979
14	80640001	107310000	1.98667391239942	JBLAB-4979
15	22320001	22590000	3.05130391965929	JBLAB-4979
15	22770001	71400000	0.941337129565208	JBLAB-4979
15	71400001	72090000	2.6518010659469	JBLAB-4979
15	72090001	102390000	0.968290933850375	JBLAB-4979
16	90001	450000	1.8511545585663	JBLAB-4979
16	450001	720000	2.85716605774008	JBLAB-4979
16	720001	46560000	1.68822616837521	JBLAB-4979
16	46560001	90150000	0.939828376568508	JBLAB-4979
17	1	27150000	1.03661098540035	JBLAB-4979
17	27150001	27450000	2.02425462615407	JBLAB-4979
17	27450001	44160000	0.979154889867846	JBLAB-4979
17	44160001	44280000	2.29145642009977	JBLAB-4979
17	44790001	46380000	0.897671887693003	JBLAB-4979
17	46380001	81090000	3.02693371123568	JBLAB-4979
18	150001	78030000	1.86796382607	JBLAB-4979
19	270001	4890000	1.06546013450033	JBLAB-4979
19	4890001	38370000	2.89416813566344	JBLAB-4979
19	38370001	59100000	1.66685711726494	JBLAB-4979
20	60001	30180000	1.86510386801525	JBLAB-4979
20	30180001	30750000	2.96279419545357	JBLAB-4979
20	30750001	33480000	2.08580019353887	JBLAB-4979
20	33480001	33840000	4.31935472043872	JBLAB-4979
20	33840001	62910000	2.14639006019366	JBLAB-4979
21	15480001	16260000	1.98899476920638	JBLAB-4979
21	16260001	17010000	2.90271898158733	JBLAB-4979
21	17010001	45390000	2.05457148534768	JBLAB-4979
21	45390001	48090000	1.61396475149941	JBLAB-4979
22	17280001	27330000	2.05744865249001	JBLAB-4979
22	27330001	29580000	3.06954242761047	JBLAB-4979
22	29580001	29790000	4.58910347644823	JBLAB-4979
22	29820001	36570000	3.00125080839984	JBLAB-4979
22	36570001	41820000	0.961428905884818	JBLAB-4979
22	41820001	42090000	2.25095835588724	JBLAB-4979
22	42090001	51180000	0.991576833403553	JBLAB-4979
1	840001	171420000	1.94612575078858	JBLAB-4977
1	171420001	171750000	3.01831356127866	JBLAB-4977
1	171750001	234540000	2.03498632030461	JBLAB-4977
1	234540001	235140000	3.415663184995	JBLAB-4977
1	235140001	249210000	2.00836742732995	JBLAB-4977
2	30001	27990000	1.99824868250771	JBLAB-4977
2	27990001	28260000	1.019057083369	JBLAB-4977
2	28260001	36960000	1.99821308100814	JBLAB-4977
2	36960001	37230000	0.881196722154662	JBLAB-4977
2	37230001	231660000	1.99195026490966	JBLAB-4977
2	231660001	232650000	3.0108050862945	JBLAB-4977
2	232650001	2.43e+08	1.9834553493068	JBLAB-4977
3	90001	50070000	1.98501842738023	JBLAB-4977
3	50070001	50370000	3.42386268979662	JBLAB-4977
3	50370001	106200000	2.01221954274992	JBLAB-4977
3	106200001	106800000	3.34833488162386	JBLAB-4977
3	106800001	115260000	2.11270470312291	JBLAB-4977
3	115260001	116070000	3.04833177125479	JBLAB-4977
3	116070001	1.23e+08	1.99632648154124	JBLAB-4977
3	123000001	197820000	2.4593547581104	JBLAB-4977
4	90001	58110000	0.935160680760076	JBLAB-4977
4	58140001	58560000	2.64464670520268	JBLAB-4977
4	58560001	143310000	1.03508371783104	JBLAB-4977
4	143310001	143970000	1.85758178547621	JBLAB-4977
4	143970001	190800000	1.09851600465279	JBLAB-4977
5	60001	690000	1.04482258143998	JBLAB-4977
5	870001	1500000	3.48515884780296	JBLAB-4977
5	1500001	33030000	1.97518445493045	JBLAB-4977
5	33030001	33270000	3.54555670352033	JBLAB-4977
5	33270001	55440000	2.05248145750565	JBLAB-4977
5	55440001	55980000	5.60604644291566	JBLAB-4977
5	55980001	57870000	1.95177848837443	JBLAB-4977
5	57870001	59220000	3.13649392463402	JBLAB-4977
5	59220001	170130000	1.99970851246566	JBLAB-4977
5	170130001	170280000	4.17794826104922	JBLAB-4977
5	170280001	180690000	1.8909590057663	JBLAB-4977
6	210001	27480000	2.69020614090035	JBLAB-4977
6	27480001	42720000	2.02765082789827	JBLAB-4977
6	42720001	49530000	1.05029860278372	JBLAB-4977
6	49530001	49890000	2.09006606053929	JBLAB-4977
6	49890001	95460000	1.0327864700822	JBLAB-4977
6	95460001	95580000	-0.405225507475609	JBLAB-4977
6	95580001	170910000	1.03022208433847	JBLAB-4977
7	30001	17340000	1.98409474454902	JBLAB-4977
7	17340001	17760000	3.27548327002446	JBLAB-4977
7	17760001	151980000	1.99091890526302	JBLAB-4977
7	151980001	157440000	0.894183381370152	JBLAB-4977
7	157440001	159120000	1.25592377716118	JBLAB-4977
8	180001	30090000	1.88413637219358	JBLAB-4977
8	30090001	30930000	2.65522094777252	JBLAB-4977
8	30930001	80670000	1.98640419964443	JBLAB-4977
8	80670001	81540000	2.87317348524846	JBLAB-4977
8	81540001	109950000	2.028652263931	JBLAB-4977
8	109950001	146310000	2.85778058673204	JBLAB-4977
9	210001	1020000	2.87036533766081	JBLAB-4977
9	1020001	85710000	2.00394744272542	JBLAB-4977
9	85710001	1.41e+08	0.895686615933598	JBLAB-4977
10	120001	135420000	1.94478396173925	JBLAB-4977
11	210001	85050000	2.00116867135238	JBLAB-4977
11	85050001	86010000	2.98063421179327	JBLAB-4977
11	86010001	98370000	2.03452089853565	JBLAB-4977
11	98370001	9.9e+07	1.0070594465988	JBLAB-4977
11	99000001	134940000	1.94153658996357	JBLAB-4977
12	180001	23940000	1.99497416364081	JBLAB-4977
12	23940001	24660000	2.9392791905555	JBLAB-4977
12	24660001	31800000	2.07052712752586	JBLAB-4977
12	31800001	32160000	2.93268936183991	JBLAB-4977
12	32160001	47100000	2.01364683136111	JBLAB-4977
12	47100001	53640000	0.890340977175554	JBLAB-4977
12	53640001	133830000	1.96968824174401	JBLAB-4977
13	19530001	115110000	0.925251006266251	JBLAB-4977
14	20190001	20280000	4.79316642438326	JBLAB-4977
14	20460001	22590000	1.94270121761141	JBLAB-4977
14	22590001	23190000	2.91871836697367	JBLAB-4977
14	23190001	71430000	2.02797270132148	JBLAB-4977
14	71430001	71970000	2.97892733921563	JBLAB-4977
14	71970001	107310000	1.96171823284664	JBLAB-4977
15	22320001	22590000	2.92279418437728	JBLAB-4977
15	22770001	71430000	0.880764515928808	JBLAB-4977
15	71430001	72090000	3.16285594645678	JBLAB-4977
15	72090001	102390000	0.902805244004458	JBLAB-4977
16	90001	35130000	1.83783565943509	JBLAB-4977
16	46530001	90150000	0.86609570016747	JBLAB-4977
17	1	27120000	0.882954814379854	JBLAB-4977
17	27120001	27510000	1.6975135647638	JBLAB-4977
17	27510001	46410000	0.855227721084861	JBLAB-4977
17	46410001	81090000	2.91480584714289	JBLAB-4977
18	150001	78030000	1.89743863865137	JBLAB-4977
19	270001	4890000	0.873567560547573	JBLAB-4977
19	4890001	38370000	2.82050087218755	JBLAB-4977
19	38370001	59100000	1.77303205726709	JBLAB-4977
20	60001	30120000	1.94573730911138	JBLAB-4977
20	30120001	30780000	2.95085427577529	JBLAB-4977
20	30780001	33480000	1.89344499189794	JBLAB-4977
20	33480001	33840000	4.05915586899176	JBLAB-4977
20	33840001	62910000	2.0183948171301	JBLAB-4977
21	15480001	16260000	2.03602468803186	JBLAB-4977
21	16260001	17010000	2.96094491832146	JBLAB-4977
21	17010001	29580000	2.02396829403841	JBLAB-4977
21	29580001	29670000	4.33882237131025	JBLAB-4977
21	29670001	48090000	1.95131901647864	JBLAB-4977
22	17280001	27360000	1.9237408391732	JBLAB-4977
22	27360001	36570000	2.94356739037119	JBLAB-4977
22	36570001	41820000	0.823588145430742	JBLAB-4977
22	41820001	42090000	2.33982651944744	JBLAB-4977
22	42090001	51180000	0.853452520944212	JBLAB-4977
1	840001	5040000	1.8828327275323	JBLAB-4980
1	5040001	1.2e+07	2.94001480814505	JBLAB-4980
1	12000001	12480000	3.93298381603216	JBLAB-4980
1	12480001	111930000	2.89424446278599	JBLAB-4980
1	111930001	151650000	3.90102604492845	JBLAB-4980
1	151650001	151980000	5.2048258085925	JBLAB-4980
1	151980001	153540000	3.5307687185563	JBLAB-4980
1	153540001	153840000	5.71675488992147	JBLAB-4980
1	153840001	174900000	3.9582486626713	JBLAB-4980
1	174900001	175560000	5.0472941892191	JBLAB-4980
1	175560001	180870000	3.99436575807157	JBLAB-4980
1	180870001	182790000	3.03850870292291	JBLAB-4980
1	182790001	183300000	4.58846688336872	JBLAB-4980
1	183300001	1.86e+08	3.06088189198737	JBLAB-4980
1	186000001	186780000	4.05538887865889	JBLAB-4980
1	186780001	187530000	3.02192859416527	JBLAB-4980
1	187530001	195450000	3.88548498217106	JBLAB-4980
1	195450001	205110000	3.00029477110903	JBLAB-4980
1	205110001	205380000	4.51441274565735	JBLAB-4980
1	205380001	209010000	3.03115520662069	JBLAB-4980
1	209010001	216090000	2.00392619029584	JBLAB-4980
1	216090001	237960000	2.72865664998366	JBLAB-4980
1	237960001	249210000	3.70680379246849	JBLAB-4980
2	30001	105570000	3.0416495601096	JBLAB-4980
2	105570001	1.08e+08	1.9884121961787	JBLAB-4980
2	108000001	118950000	2.91746920020463	JBLAB-4980
2	118950001	151140000	2.20050593919774	JBLAB-4980
2	151140001	160830000	3.06668807061301	JBLAB-4980
2	160830001	187230000	2.34893235264106	JBLAB-4980
2	187230001	187470000	4.29659022705893	JBLAB-4980
2	187470001	213840000	2.34718748763088	JBLAB-4980
2	213840001	216330000	2.91632166227196	JBLAB-4980
2	216330001	217380000	3.48573582193893	JBLAB-4980
2	217380001	230970000	2.92555116811227	JBLAB-4980
2	230970001	237420000	2.03955073086319	JBLAB-4980
2	237420001	238050000	3.15695148443329	JBLAB-4980
2	238050001	2.43e+08	1.82570847653053	JBLAB-4980
3	90001	6330000	3.75714853377076	JBLAB-4980
3	6330001	7260000	4.6027426523428	JBLAB-4980
3	7260001	7440000	3.5787236726955	JBLAB-4980
3	7440001	14070000	2.81651844678581	JBLAB-4980
3	14070001	15420000	3.81752098649888	JBLAB-4980
3	15420001	15600000	5.46404068740957	JBLAB-4980
3	15600001	19680000	3.88107069719051	JBLAB-4980
3	19680001	24540000	4.76422339464055	JBLAB-4980
3	24540001	52710000	4.00034007305092	JBLAB-4980
3	52710001	66330000	2.89935023390438	JBLAB-4980
3	66330001	66960000	7.73316294459817	JBLAB-4980
3	66960001	74460000	5.22885425714795	JBLAB-4980
3	74460001	95790000	2.900054757958	JBLAB-4980
3	95790001	113340000	1.98516972081908	JBLAB-4980
3	113340001	188760000	3.13348077538856	JBLAB-4980
3	188760001	197820000	4.18801902453189	JBLAB-4980
4	90001	17100000	4.02986490882479	JBLAB-4980
4	17100001	57900000	2.96262932323282	JBLAB-4980
4	57900001	58320000	5.11549803541148	JBLAB-4980
4	58320001	71910000	2.7733811064468	JBLAB-4980
4	71910001	75060000	5.2400126466416	JBLAB-4980
4	75060001	76140000	3.04878861596516	JBLAB-4980
4	76170001	98880000	1.99432987297995	JBLAB-4980
4	98880001	115110000	2.62437705572607	JBLAB-4980
4	115110001	162630000	2.01982922274862	JBLAB-4980
4	162630001	190800000	2.98112669958368	JBLAB-4980
5	60001	29580000	4.42917563163507	JBLAB-4980
5	29580001	41580000	2.94750100395596	JBLAB-4980
5	41580001	45900000	1.87572812246869	JBLAB-4980
5	49560001	64110000	1.00528895504432	JBLAB-4980
5	64110001	115530000	2.00220450707003	JBLAB-4980
5	115530001	152400000	3.04344491848117	JBLAB-4980
5	152400001	169140000	2.14018393161454	JBLAB-4980
5	169140001	171360000	1.13945350770992	JBLAB-4980
5	171360001	180690000	2.06258927089057	JBLAB-4980
6	210001	2010000	1.87737254848978	JBLAB-4980
6	2010001	3390000	3.00922684352636	JBLAB-4980
6	3390001	14850000	1.96005798527851	JBLAB-4980
6	14850001	20640000	3.0038663284331	JBLAB-4980
6	20640001	64320000	3.62145091443866	JBLAB-4980
6	64320001	65760000	1.80683035984353	JBLAB-4980
6	65760001	66630000	3.66269315509856	JBLAB-4980
6	66630001	170910000	1.95835002387391	JBLAB-4980
7	30001	7410000	1.91981780501881	JBLAB-4980
7	7410001	8460000	3.0296315930293	JBLAB-4980
7	8460001	35880000	1.99776886418537	JBLAB-4980
7	35880001	37620000	3.2973095448927	JBLAB-4980
7	37620001	38220000	2.05053725027424	JBLAB-4980
7	38220001	39720000	3.1029747810492	JBLAB-4980
7	39720001	41400000	2.24367123766467	JBLAB-4980
7	41400001	49230000	2.89125308191871	JBLAB-4980
7	49230001	50100000	3.79484662829562	JBLAB-4980
7	50100001	62640000	1.930529261854	JBLAB-4980
7	63390001	100980000	3.15613155137242	JBLAB-4980
7	100980001	105810000	1.99131297143267	JBLAB-4980
7	105810001	159120000	3.34049537496081	JBLAB-4980
8	180001	6240000	2.98571365988817	JBLAB-4980
